Atendente;Cliente;CPF;Telefone;EspecieBeneficio;PropostaTipo;NumeroProposta;PropostaStatus;BancoDigitado; ValorContrato ; ValorParcela ; ValorTroco ;TaxaPorc;TaxaCET;QuantidadeParcelas;BancoPortado;DataEnvioCIP;DataSaldoPago;OrigemCaptacao;Orgao;PossuiGravacao;PossuiFoto;EmRevisao;DataUltimoStatus;PossuiPendente;DataCriacaoProposta;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO ;999.000.004-00;(11) 90000-0004;42;MARGEM;1680774;AGUARDANDO ORG;FINANTO; R$ 2.216,01 ; R$ 50,00 ; R$ 2.216,01 ;1,85%;1,97%;108;;31/08/2026;;Telefone Receptivo;INSS;SIM;NAO;NAO;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698356;INTEGRADO;PARANA; R$ 27.945,36 ; R$ 600,00 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;21/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698373;INTEGRADO;PARANA; R$ 30.051,12 ; R$ 600,00 ; R$ 2.105,76 ;1,60%;1,61%;108;DAYCOVAL;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;21/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698388;INTEGRADO;PARANA; R$ 20.260,28 ; R$ 500,00 ; R$ -   ;0,00%;0,00%;0;SAFRA;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698394;INTEGRADO;PARANA; R$ 24.948,58 ; R$ 500,00 ; R$ 4.688,30 ;1,60%;1,62%;108;SAFRA;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;24/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698407;INTEGRADO;PARANA; R$ 10.887,79 ; R$ 250,00 ; R$ -   ;0,00%;0,00%;0;FACTA;12/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698422;AGUARDANDO ORG;PARANA; R$ 12.537,50 ; R$ 250,00 ; R$ 164,50 ;1,60%;1,60%;108;FACTA;12/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO ;999.000.010-00;(11) 90000-0010;57;MARGEM;858715423;INTEGRADO;PARANA; R$ 4.722,07 ; R$ 107,11 ; R$ 4.722,07 ;1,85%;1,93%;108;;18/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;19/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;BRENO GABRIEL COSTA ;999.000.011-00;(11) 90000-0011;42;MARGEM;858729699;INTEGRADO;PARANA; R$ 12.483,62 ; R$ 282,63 ; R$ 12.483,62 ;1,85%;1,93%;108;;21/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;21/08/2026;
FABIANA LUIZA PEREIRA;CAUÃ GABRIEL MARTINS ;999.000.017-00;(11) 90000-0017;21;PORTABILIDADE;658665339;INTEGRADO;PARANA; R$ 22.301,58 ; R$ 531,30 ; R$ -   ;0,00%;0,00%;0;BMG;03/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;14/08/2026;NAO;03/08/2026;
FABIANA LUIZA PEREIRA;CAUÃ GABRIEL MARTINS ;999.000.017-00;(11) 90000-0017;21;REFIN DA PORTABILIDADE;858665370;INTEGRADO;PARANA; R$ 24.544,33 ; R$ 531,30 ; R$ 2.229,53 ;1,79%;1,80%;108;BMG;03/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;17/08/2026;NAO;14/08/2026;
FABIANA LUIZA PEREIRA;CLARA WILLIAM RODRIGUES;999.000.020-00;(11) 90000-0020;42;MARGEM;858720580;INTEGRADO;PARANA; R$ 17.297,07 ; R$ 392,10 ; R$ 17.297,07 ;1,85%;1,93%;108;;19/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;21/08/2026;NAO;19/08/2026;
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES ;999.000.021-00;(11) 90000-0021;42;PORTABILIDADE;658699409;INTEGRADO;PARANA; R$ 14.908,48 ; R$ 384,93 ; R$ -   ;0,00%;0,00%;0;BANCO SEGURO;06/08/2026;12/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;26/08/2026;NAO;06/08/2026;
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES ;999.000.021-00;(11) 90000-0021;42;REFIN DA PORTABILIDADE;858699419;INTEGRADO;PARANA; R$ 19.197,40 ; R$ 384,93 ; R$ 4.227,77 ;1,60%;1,62%;108;BANCO SEGURO;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;26/08/2026;NAO;26/08/2026;
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES ;999.000.021-00;(11) 90000-0021;42;MARGEM;858676497;INTEGRADO;PARANA; R$ 3.200,67 ; R$ 73,15 ; R$ 3.200,67 ;1,85%;1,93%;108;;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;13/08/2026;NAO;06/08/2026;
FABIANA LUIZA PEREIRA;EDUARDA MIGUEL CARVALHO;999.000.025-00;(11) 90000-0025;42;MARGEM;858734616;INTEGRADO;PARANA; R$ 6.852,55 ; R$ 154,85 ; R$ 6.852,55 ;1,85%;1,93%;108;;25/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;25/08/2026;NAO;25/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;658692651;INTEGRADO;PARANA; R$ 16.729,12 ; R$ 430,04 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;17/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;20/08/2026;NAO;11/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;858692679;INTEGRADO;PARANA; R$ 21.411,94 ; R$ 430,00 ; R$ 4.682,82 ;1,60%;1,62%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;20/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;658692742;INTEGRADO;PARANA; R$ 12.558,85 ; R$ 263,96 ; R$ -   ;0,00%;0,00%;0;BMG;11/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;20/08/2026;NAO;11/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;858692758;INTEGRADO;PARANA; R$ 13.232,51 ; R$ 263,96 ; R$ 332,48 ;1,60%;1,60%;108;BMG;11/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;26/08/2026;NAO;20/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607039;INTEGRADO;FINANTO; R$ 4.524,33 ; R$ 119,99 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;11/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660653;AGUARDANDO ORG;FINANTO; R$ 5.488,26 ; R$ 119,99 ; R$ 773,40 ;1,85%;1,89%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607034;INTEGRADO;FINANTO; R$ 4.147,65 ; R$ 110,00 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;11/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607036;INTEGRADO;FINANTO; R$ 4.147,27 ; R$ 109,99 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;11/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660654;AGUARDANDO ORG;FINANTO; R$ 5.040,10 ; R$ 109,99 ; R$ 712,33 ;1,85%;1,89%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660652;AGUARDANDO ORG;FINANTO; R$ 5.033,94 ; R$ 109,99 ; R$ 709,97 ;1,85%;1,89%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;ERIC MARTINHO PINHEIRO;999.000.029-00;(11) 90000-0029;42;PORTABILIDADE;658652732;INTEGRADO;PARANA; R$ 42.286,38 ; R$ 1.000,00 ; R$ -   ;0,00%;0,00%;0;ITAU;30/07/2026;06/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;07/08/2026;NAO;30/07/2026;
FABIANA LUIZA PEREIRA;ERIC MARTINHO PINHEIRO;999.000.029-00;(11) 90000-0029;42;REFIN DA PORTABILIDADE;858652763;INTEGRADO;PARANA; R$ 48.081,39 ; R$ 1.000,00 ; R$ 5.795,01 ;1,60%;1,61%;108;ITAU;30/07/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;10/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES ;999.000.030-00;(11) 90000-0030;21;PORTABILIDADE;658724466;INTEGRADO;PARANA; R$ 31.271,26 ; R$ 800,52 ; R$ -   ;0,00%;0,00%;0;NUBANK;20/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;20/08/2026;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES ;999.000.030-00;(11) 90000-0030;21;REFIN DA PORTABILIDADE;858724481;INTEGRADO;PARANA; R$ 40.144,12 ; R$ 800,52 ; R$ 7.272,34 ;1,60%;1,62%;108;NUBANK;20/08/2026;;Telefone Receptivo;INSS;SIM;SIM;SIM;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES ;999.000.030-00;(11) 90000-0030;21;PORTABILIDADE;658724271;INTEGRADO;PARANA; R$ 13.882,00 ; R$ 512,77 ; R$ -   ;0,00%;0,00%;0;BANRISUL;20/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;20/08/2026;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES ;999.000.030-00;(11) 90000-0030;21;REFIN DA PORTABILIDADE;858724285;INTEGRADO;PARANA; R$ 25.531,54 ; R$ 512,77 ; R$ 11.692,06 ;1,60%;1,64%;108;BANRISUL;20/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;01/09/2026;NAO;01/09/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658718497;INTEGRADO;PARANA; R$ 38.170,82 ; R$ 1.058,58 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;12/08/2026;26/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;28/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858718505;INTEGRADO;PARANA; R$ 50.677,65 ; R$ 1.058,58 ; R$ 12.206,94 ;1,71%;1,73%;108;DAYCOVAL;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;31/08/2026;NAO;28/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696244;INTEGRADO;PARANA; R$ 21.989,23 ; R$ 520,60 ; R$ -   ;0,00%;0,00%;0;SANTANDER;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;21/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696256;INTEGRADO;PARANA; R$ 24.307,15 ; R$ 520,60 ; R$ 2.305,02 ;1,77%;1,79%;108;SANTANDER;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;25/08/2026;NAO;21/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696276;INTEGRADO;PARANA; R$ 10.308,13 ; R$ 221,92 ; R$ -   ;0,00%;0,00%;0;NUBANK;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;25/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696283;INTEGRADO;PARANA; R$ 11.114,04 ; R$ 221,92 ; R$ 805,91 ;1,60%;1,61%;108;NUBANK;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;25/08/2026;NAO;25/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696260;INTEGRADO;PARANA; R$ 5.936,90 ; R$ 167,31 ; R$ -   ;0,00%;0,00%;0;INTER;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696270;INTEGRADO;PARANA; R$ 8.001,37 ; R$ 167,31 ; R$ 2.061,12 ;1,70%;1,72%;108;INTER;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;25/08/2026;NAO;24/08/2026;
FABIANA LUIZA PEREIRA;HEITOR AUGUSTO BARROS ;999.000.039-00;(11) 90000-0039;41;PORTABILIDADE;658631593;INTEGRADO;PARANA; R$ 19.650,00 ; R$ 528,88 ; R$ -   ;0,00%;0,00%;0;PINE;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
FABIANA LUIZA PEREIRA;LARISSA MIGUEL XAVIER;999.000.053-00;(11) 90000-0053;42;PORTABILIDADE;658613067;INTEGRADO;PARANA; R$ 23.264,06 ; R$ 568,00 ; R$ -   ;0,00%;0,00%;0;FACTA;17/07/2026;28/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;17/07/2026;
FABIANA LUIZA PEREIRA;MARCOS WILLIAM SANTANA;999.000.058-00;(11) 90000-0058;46;MARGEM;122767883;INTEGRADO;FACTA; R$ 2.650,41 ; R$ 59,43 ; R$ 2.650,41 ;1,85%;1,85%;108;;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;06/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;MARIANA WILLIAM LOPES ;999.000.059-00;(11) 90000-0059;21;PORTABILIDADE;658706383;SALDO PAGO;PARANA; R$ 12.607,27 ; R$ 375,74 ; R$ -   ;0,00%;0,00%;0;INBURSA;14/08/2026;24/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;14/08/2026;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;PORTABILIDADE;658668354;INTEGRADO;PARANA; R$ 47.446,93 ; R$ 1.128,70 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;04/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;13/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;REFIN DA PORTABILIDADE;858668378;INTEGRADO;PARANA; R$ 56.139,04 ; R$ 1.128,70 ; R$ 8.692,11 ;1,60%;1,61%;108;DAYCOVAL;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;13/08/2026;NAO;13/08/2026;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;PORTABILIDADE;658668385;INTEGRADO;PARANA; R$ 11.381,65 ; R$ 380,00 ; R$ -   ;0,00%;0,00%;0;SANTANDER;04/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;12/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;REFIN DA PORTABILIDADE;858668399;INTEGRADO;PARANA; R$ 17.031,41 ; R$ 380,00 ; R$ 5.649,76 ;1,85%;1,88%;108;SANTANDER;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;13/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES ;999.000.061-00;(11) 90000-0061;42;PORTABILIDADE;658678548;INTEGRADO;PARANA; R$ 40.258,63 ; R$ 1.025,83 ; R$ -   ;0,00%;0,00%;0;INBURSA;06/08/2026;13/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;18/08/2026;NAO;06/08/2026;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES ;999.000.061-00;(11) 90000-0061;42;REFIN DA PORTABILIDADE;858678574;INTEGRADO;PARANA; R$ 50.971,13 ; R$ 1.025,52 ; R$ 10.712,50 ;1,60%;1,62%;108;INBURSA;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;19/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES ;999.000.061-00;(11) 90000-0061;42;PORTABILIDADE;658709283;INTEGRADO;PARANA; R$ 8.890,15 ; R$ 244,35 ; R$ -   ;0,00%;0,00%;0;BRADESCO;07/08/2026;24/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES ;999.000.061-00;(11) 90000-0061;42;REFIN DA PORTABILIDADE;858709289;INTEGRADO;PARANA; R$ 12.193,46 ; R$ 244,35 ; R$ 3.280,28 ;1,60%;1,62%;108;BRADESCO;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;27/08/2026;
FABIANA LUIZA PEREIRA;NATALIA EDUARDO PACHECO ;999.000.062-00;(11) 90000-0062;42;PORTABILIDADE;658632489;INTEGRADO;PARANA; R$ 16.943,44 ; R$ 409,89 ; R$ -   ;0,00%;0,00%;0;;16/07/2026;31/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;04/08/2026;NAO;16/07/2026;
FABIANA LUIZA PEREIRA;NICOLAS BENEDITO TORRES ;999.000.063-00;(11) 90000-0063;42;PORTABILIDADE;658653403;INTEGRADO;PARANA; R$ -   ; R$ 140,75 ; R$ -   ;0,00%;0,00%;0;FACTA;24/07/2026;06/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;12/08/2026;NAO;24/07/2026;
FABIANA LUIZA PEREIRA;NICOLAS BENEDITO TORRES ;999.000.063-00;(11) 90000-0063;42;REFIN DA PORTABILIDADE;858653414;INTEGRADO;PARANA; R$ 6.972,14 ; R$ 140,75 ; R$ 1.386,89 ;1,60%;1,62%;108;FACTA;24/07/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;17/08/2026;NAO;12/08/2026;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI ;999.000.066-00;(11) 90000-0066;42;PORTABILIDADE;658640860;INTEGRADO;PARANA; R$ 34.083,00 ; R$ 794,12 ; R$ -   ;0,00%;0,00%;0;DIGIO;20/07/2026;24/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;06/08/2026;NAO;20/07/2026;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI ;999.000.066-00;(11) 90000-0066;42;PORTABILIDADE;1627663;INTEGRADO;FINANTO; R$ 2.245,61 ; R$ 60,25 ; R$ -   ;0,00%;0,00%;0;SANTANDER;19/08/2026;26/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;19/08/2026;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI ;999.000.066-00;(11) 90000-0066;42;REFIN DA PORTABILIDADE;1627664;AGUARDANDO ORG;FINANTO; R$ 2.731,87 ; R$ 60,24 ; R$ 511,69 ;1,85%;1,89%;108;SANTANDER;19/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;31/08/2026;NAO;31/08/2026;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE ;999.000.071-00;(11) 90000-0071;42;PORTABILIDADE;1621639;INTEGRADO;FINANTO; R$ 2.266,44 ; R$ 96,87 ; R$ -   ;0,00%;0,00%;0;CAIXA ECONÔMICA FEDERAL;17/08/2026;25/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;17/08/2026;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE ;999.000.071-00;(11) 90000-0071;42;REFIN DA PORTABILIDADE;1621640;INTEGRADO;FINANTO; R$ 4.219,77 ; R$ 96,86 ; R$ 1.881,74 ;1,85%;1,92%;96;CAIXA ECONÔMICA FEDERAL;17/08/2026;;Telefone Receptivo;INSS;SIM;SIM;SIM;27/08/2026;NAO;27/08/2026;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE ;999.000.071-00;(11) 90000-0071;42;PORTABILIDADE;1621635;SALDO PAGO;FINANTO; R$ 2.736,48 ; R$ 95,00 ; R$ -   ;0,00%;0,00%;0;C6 BANK;17/08/2026;25/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;25/08/2026;NAO;17/08/2026;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;658627894;INTEGRADO;PARANA; R$ 53.016,90 ; R$ 1.282,53 ; R$ -   ;0,00%;0,00%;0;SAFRA;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;658627908;INTEGRADO;PARANA; R$ 3.043,80 ; R$ 162,79 ; R$ -   ;0,00%;0,00%;0;PAN;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;1578776;INTEGRADO;FINANTO; R$ 1.798,39 ; R$ 103,60 ; R$ -   ;0,00%;0,00%;0;PAN;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
FABIANA LUIZA PEREIRA;VALENTINA WILLIAM BATISTA;999.000.083-00;(11) 90000-0083;57;PORTABILIDADE;1624597;INTEGRADO;FINANTO; R$ 1.073,20 ; R$ 52,05 ; R$ -   ;0,00%;0,00%;0;SANTANDER;18/08/2026;25/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;VALENTINA WILLIAM BATISTA;999.000.083-00;(11) 90000-0083;57;REFIN DA PORTABILIDADE;1624598;AGUARDANDO ORG;FINANTO; R$ 2.357,12 ; R$ 52,05 ; R$ 1.230,69 ;1,85%;1,92%;108;SANTANDER;18/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;27/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664464;INTEGRADO;PARANA; R$ 42.791,68 ; R$ 1.055,00 ; R$ -   ;0,00%;0,00%;0;PAN;04/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;17/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664478;INTEGRADO;PARANA; R$ 47.289,66 ; R$ 1.055,00 ; R$ 4.497,98 ;1,60%;1,61%;84;PAN;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;18/08/2026;NAO;17/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664501;INTEGRADO;PARANA; R$ 15.327,11 ; R$ 525,72 ; R$ -   ;0,00%;0,00%;0;INBURSA;04/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;18/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664509;INTEGRADO;PARANA; R$ 23.379,35 ; R$ 525,72 ; R$ 8.052,24 ;1,60%;1,63%;84;INBURSA;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;18/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664481;INTEGRADO;PARANA; R$ 12.741,73 ; R$ 372,26 ; R$ -   ;0,00%;0,00%;0;INBURSA;04/08/2026;11/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;14/08/2026;NAO;04/08/2026;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA ;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664493;INTEGRADO;PARANA; R$ 16.613,47 ; R$ 372,26 ; R$ 3.871,74 ;1,60%;1,62%;84;INBURSA;04/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;18/08/2026;NAO;14/08/2026;
