Atendente;Cliente;CPF;Telefone;EspecieBeneficio;PropostaTipo;NumeroProposta;PropostaStatus;BancoDigitado;ValorContrato;ValorParcela;ValorTroco;TaxaPorc;TaxaCET;QuantidadeParcelas;BancoPortado;DataEnvioCIP;DataSaldoPago;OrigemCaptacao;Orgao;PossuiGravacao;PossuiFoto;EmRevisao;DataUltimoStatus;PossuiPendente;DataCriacaoProposta;Unnamed: 26
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES;999.000.021-00;(11) 90000-0021;42;MARGEM;858676497;INTEGRADO;PARANA;3200.67;73.15;3200.67;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-06;
FABIANA LUIZA PEREIRA;EDUARDA MIGUEL CARVALHO;999.000.025-00;(11) 90000-0025;42;MARGEM;858734616;INTEGRADO;PARANA;6852.55;154.85;6852.55;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-25;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-25;False;2026-08-25;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;658692651;INTEGRADO;PARANA;16729.12;430.04;0.0;0.0;0.0;0;FACTA;2026-08-11;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-11;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;858692679;INTEGRADO;PARANA;21411.94;430.0;4682.82;0.016;0.0162;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-20;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;658692742;INTEGRADO;PARANA;12558.85;263.96;0.0;0.0;0.0;0;BMG;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-11;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;858692758;INTEGRADO;PARANA;13232.51;263.96;332.48;0.016;0.016;108;BMG;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-26;False;2026-08-20;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607039;INTEGRADO;FINANTO;4524.33;119.99;0.0;0.0;0.0;0;FACTA;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-11;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660653;AGUARDANDO ORG;FINANTO;5488.26;119.99;773.4;0.0185;0.0189;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607034;INTEGRADO;FINANTO;4147.65;110.0;0.0;0.0;0.0;0;FACTA;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-11;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;PORTABILIDADE;1607036;INTEGRADO;FINANTO;4147.27;109.99;0.0;0.0;0.0;0;FACTA;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-11;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660654;AGUARDANDO ORG;FINANTO;5040.1;109.99;712.33;0.0185;0.0189;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;ELISA DANIEL MACHADO;999.000.026-00;(11) 90000-0026;46;REFIN DA PORTABILIDADE;1660652;AGUARDANDO ORG;FINANTO;5033.94;109.99;709.97;0.0185;0.0189;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;ERIC MARTINHO PINHEIRO;999.000.029-00;(11) 90000-0029;42;PORTABILIDADE;658652732;INTEGRADO;PARANA;42286.38;1000.0;0.0;0.0;0.0;0;ITAU;2026-07-30;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-07;False;2026-07-30;
FABIANA LUIZA PEREIRA;ERIC MARTINHO PINHEIRO;999.000.029-00;(11) 90000-0029;42;REFIN DA PORTABILIDADE;858652763;INTEGRADO;PARANA;48081.39;1000.0;5795.01;0.016;0.0161;108;ITAU;2026-07-30;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-10;False;2026-08-07;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES;999.000.030-00;(11) 90000-0030;21;PORTABILIDADE;658724466;INTEGRADO;PARANA;31271.26;800.52;0.0;0.0;0.0;0;NUBANK;2026-08-20;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-20;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES;999.000.030-00;(11) 90000-0030;21;REFIN DA PORTABILIDADE;858724481;INTEGRADO;PARANA;40144.12;800.52;7272.34;0.016;0.0162;108;NUBANK;2026-08-20;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES;999.000.030-00;(11) 90000-0030;21;PORTABILIDADE;658724271;INTEGRADO;PARANA;13882.0;512.77;0.0;0.0;0.0;0;BANRISUL;2026-08-20;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-20;
FABIANA LUIZA PEREIRA;ESTER WILLIAM TORRES;999.000.030-00;(11) 90000-0030;21;REFIN DA PORTABILIDADE;858724285;INTEGRADO;PARANA;25531.54;512.77;11692.06;0.016;0.0164;108;BANRISUL;2026-08-20;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-09-01;False;2026-09-01;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658718497;INTEGRADO;PARANA;38170.82;1058.58;0.0;0.0;0.0;0;DAYCOVAL;2026-08-12;26/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-28;False;2026-08-12;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858718505;INTEGRADO;PARANA;50677.65;1058.58;12206.94;0.0171;0.0173;108;DAYCOVAL;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-31;False;2026-08-28;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696244;INTEGRADO;PARANA;21989.23;520.6;0.0;0.0;0.0;0;SANTANDER;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-21;False;2026-08-12;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696256;INTEGRADO;PARANA;24307.15;520.6;2305.02;0.0177;0.0179;108;SANTANDER;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-25;False;2026-08-21;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696276;INTEGRADO;PARANA;10308.13;221.92;0.0;0.0;0.0;0;NUBANK;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-25;False;2026-08-12;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696283;INTEGRADO;PARANA;11114.04;221.92;805.91;0.016;0.0161;108;NUBANK;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-25;False;2026-08-25;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;PORTABILIDADE;658696260;INTEGRADO;PARANA;5936.9;167.31;0.0;0.0;0.0;0;INTER;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-12;
FABIANA LUIZA PEREIRA;GUILHERME TOMÁS ANDRADE;999.000.038-00;(11) 90000-0038;42;REFIN DA PORTABILIDADE;858696270;INTEGRADO;PARANA;8001.37;167.31;2061.12;0.017;0.0172;108;INTER;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-25;False;2026-08-24;
FABIANA LUIZA PEREIRA;HEITOR AUGUSTO BARROS;999.000.039-00;(11) 90000-0039;41;PORTABILIDADE;658631593;INTEGRADO;PARANA;19650.0;528.88;0.0;0.0;0.0;0;PINE;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
FABIANA LUIZA PEREIRA;LARISSA MIGUEL XAVIER;999.000.053-00;(11) 90000-0053;42;PORTABILIDADE;658613067;INTEGRADO;PARANA;23264.06;568.0;0.0;0.0;0.0;0;FACTA;2026-07-17;28/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-17;
FABIANA LUIZA PEREIRA;MARCOS WILLIAM SANTANA;999.000.058-00;(11) 90000-0058;46;MARGEM;122767883;INTEGRADO;FACTA;2650.41;59.43;2650.41;0.0185;0.0185;108;NÃO INFORMADO;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-06;False;2026-08-04;
FABIANA LUIZA PEREIRA;MARIANA WILLIAM LOPES;999.000.059-00;(11) 90000-0059;21;PORTABILIDADE;658706383;SALDO PAGO;PARANA;12607.27;375.74;0.0;0.0;0.0;0;INBURSA;2026-08-14;24/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-14;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;PORTABILIDADE;658668354;INTEGRADO;PARANA;47446.93;1128.7;0.0;0.0;0.0;0;DAYCOVAL;2026-08-04;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-13;False;2026-08-04;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;REFIN DA PORTABILIDADE;858668378;INTEGRADO;PARANA;56139.04;1128.7;8692.11;0.016;0.0161;108;DAYCOVAL;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-13;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;PORTABILIDADE;658668385;INTEGRADO;PARANA;11381.65;380.0;0.0;0.0;0.0;0;SANTANDER;2026-08-04;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-12;False;2026-08-04;
FABIANA LUIZA PEREIRA;MATEUS RAFAEL SOARES;999.000.060-00;(11) 90000-0060;42;REFIN DA PORTABILIDADE;858668399;INTEGRADO;PARANA;17031.41;380.0;5649.76;0.0185;0.0188;108;SANTANDER;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-12;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES;999.000.061-00;(11) 90000-0061;42;PORTABILIDADE;658678548;INTEGRADO;PARANA;40258.63;1025.83;0.0;0.0;0.0;0;INBURSA;2026-08-06;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-06;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES;999.000.061-00;(11) 90000-0061;42;REFIN DA PORTABILIDADE;858678574;INTEGRADO;PARANA;50971.13;1025.52;10712.5;0.016;0.0162;108;INBURSA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-18;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES;999.000.061-00;(11) 90000-0061;42;PORTABILIDADE;658709283;INTEGRADO;PARANA;8890.15;244.35;0.0;0.0;0.0;0;BRADESCO;2026-08-07;24/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-07;
FABIANA LUIZA PEREIRA;MONICA DANIEL MENDES;999.000.061-00;(11) 90000-0061;42;REFIN DA PORTABILIDADE;858709289;INTEGRADO;PARANA;12193.46;244.35;3280.28;0.016;0.0162;108;BRADESCO;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-27;
FABIANA LUIZA PEREIRA;NATALIA EDUARDO PACHECO;999.000.062-00;(11) 90000-0062;42;PORTABILIDADE;658632489;INTEGRADO;PARANA;16943.44;409.89;0.0;0.0;0.0;0;NÃO INFORMADO;2026-07-16;31/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-04;False;2026-07-16;
FABIANA LUIZA PEREIRA;NICOLAS BENEDITO TORRES;999.000.063-00;(11) 90000-0063;42;PORTABILIDADE;658653403;INTEGRADO;PARANA;0.0;140.75;0.0;0.0;0.0;0;FACTA;2026-07-24;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-12;False;2026-07-24;
FABIANA LUIZA PEREIRA;NICOLAS BENEDITO TORRES;999.000.063-00;(11) 90000-0063;42;REFIN DA PORTABILIDADE;858653414;INTEGRADO;PARANA;6972.14;140.75;1386.89;0.016;0.0162;108;FACTA;2026-07-24;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-12;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI;999.000.066-00;(11) 90000-0066;42;PORTABILIDADE;658640860;INTEGRADO;PARANA;34083.0;794.12;0.0;0.0;0.0;0;DIGIO;2026-07-20;24/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-06;False;2026-07-20;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI;999.000.066-00;(11) 90000-0066;42;PORTABILIDADE;1627663;INTEGRADO;FINANTO;2245.61;60.25;0.0;0.0;0.0;0;SANTANDER;2026-08-19;26/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-19;
FABIANA LUIZA PEREIRA;OSCAR FERNANDO CAVALCANTI;999.000.066-00;(11) 90000-0066;42;REFIN DA PORTABILIDADE;1627664;AGUARDANDO ORG;FINANTO;2731.87;60.24;511.69;0.0185;0.0189;108;SANTANDER;2026-08-19;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE;999.000.071-00;(11) 90000-0071;42;PORTABILIDADE;1621639;INTEGRADO;FINANTO;2266.44;96.87;0.0;0.0;0.0;0;CAIXA ECONÔMICA FEDERAL;2026-08-17;25/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-17;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE;999.000.071-00;(11) 90000-0071;42;REFIN DA PORTABILIDADE;1621640;INTEGRADO;FINANTO;4219.77;96.86;1881.74;0.0185;0.019199999;96;CAIXA ECONÔMICA FEDERAL;2026-08-17;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-27;False;2026-08-27;
FABIANA LUIZA PEREIRA;RAFAELA WILLIAM DUARTE;999.000.071-00;(11) 90000-0071;42;PORTABILIDADE;1621635;SALDO PAGO;FINANTO;2736.48;95.0;0.0;0.0;0.0;0;C6 BANK;2026-08-17;25/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-25;False;2026-08-17;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;658627894;INTEGRADO;PARANA;53016.9;1282.53;0.0;0.0;0.0;0;SAFRA;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;658627908;INTEGRADO;PARANA;3043.8;162.79;0.0;0.0;0.0;0;PAN;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
FABIANA LUIZA PEREIRA;THALES DANIEL MIRANDA;999.000.080-00;(11) 90000-0080;42;PORTABILIDADE;1578776;INTEGRADO;FINANTO;1798.39;103.6;0.0;0.0;0.0;0;PAN;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
FABIANA LUIZA PEREIRA;VALENTINA WILLIAM BATISTA;999.000.083-00;(11) 90000-0083;57;PORTABILIDADE;1624597;INTEGRADO;FINANTO;1073.2;52.05;0.0;0.0;0.0;0;SANTANDER;2026-08-18;25/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-18;
FABIANA LUIZA PEREIRA;VALENTINA WILLIAM BATISTA;999.000.083-00;(11) 90000-0083;57;REFIN DA PORTABILIDADE;1624598;AGUARDANDO ORG;FINANTO;2357.12;52.05;1230.69;0.0185;0.019199999;108;SANTANDER;2026-08-18;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-27;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664464;INTEGRADO;PARANA;42791.68;1055.0;0.0;0.0;0.0;0;PAN;2026-08-04;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-04;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664478;INTEGRADO;PARANA;47289.66;1055.0;4497.98;0.016;0.0161;84;PAN;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-18;False;2026-08-17;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664501;INTEGRADO;PARANA;15327.11;525.72;0.0;0.0;0.0;0;INBURSA;2026-08-04;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-04;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664509;INTEGRADO;PARANA;23379.35;525.72;8052.24;0.016;0.0163;84;INBURSA;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-18;False;2026-08-18;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;PORTABILIDADE;658664481;INTEGRADO;PARANA;12741.73;372.26;0.0;0.0;0.0;0;INBURSA;2026-08-04;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-14;False;2026-08-04;
FABIANA LUIZA PEREIRA;WESLEY CAETANO TEIXEIRA;999.000.088-00;(11) 90000-0088;42;REFIN DA PORTABILIDADE;858664493;INTEGRADO;PARANA;16613.47;372.26;3871.74;0.016;0.0162;84;INBURSA;2026-08-04;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-18;False;2026-08-14;
FABIANA LUIZA PEREIRA;YAGO ANDRÉ XAVIER;999.000.089-00;(11) 90000-0089;42;PORTABILIDADE;658717468;INTEGRADO;PARANA;45840.68;1091.88;0.0;0.0;0.0;0;SANTANDER;2026-08-18;25/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-26;False;2026-08-18;
FABIANA LUIZA PEREIRA;YAGO ANDRÉ XAVIER;999.000.089-00;(11) 90000-0089;42;REFIN DA PORTABILIDADE;858717478;INTEGRADO;PARANA;51252.56;1091.88;4970.85;0.0177;0.0178;108;SANTANDER;2026-08-18;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-26;False;2026-08-26;
